评分,评价,评论,日期,位置
5,超棒,"设施：满意
服务：满意，方言杰力多米可可，服务热情周到，推荐",2023年9月19日,上海

5,超棒,"多米，兰兰，亚米，童夏，南出服务很好
设施：👌
卫生：👌
环境：👌
服务：👌都很好",2023年9月5日,上海

5,超棒,非常满意的一次住宿，虽然是街景房但是窗户的隔音很好，完全不吵的。走到亚洲大厦看剧只要两分钟，真的很妙！感谢方言，童复，多米的服务！,2023年2月26日,上海

5,超棒,环境很好，房间干净卫生，很满意！推荐入住。,2024年1月1日,天津

5,超棒,"设施：全
卫生：好

环境：好
服务：好。前台接待都很有礼貌",2023年9月18日,河北

4.7,很好,位置非常好，到南京路也就百米左右，房间的空间大小不会让人感觉局促。按所处的位置，对标房价性价比不低，服务态度也都很好，推荐！,2023年3月11日,宁夏

5,超棒,酒店位置很好，出门就是南京路，房间舒适简洁，准备去南京路，人民广场和外滩玩是不错的选择。酒店的多米、小茹、可乐、浩文很热情，服务周到。,2023年10月4日,上海

5,超棒,超棒！家里说下次如果再去上海还要住这家！去外滩南京路都很近，附近公交地铁都很多，值得收藏！,2023年6月3日,福建

5,超棒,"设施：好
卫生：好
环境：酒店就在南京路步行街旁，周边特别方便
服务：服务特别好，一进门前台接待特热情，宾至如归的感觉，重点表扬喜乐，方言和小琳可乐三位前台，值得一来",2023年11月28日,江苏

5,超棒,位置十分方便，就在南京东路口，地铁也不远。房间不大但也够住。房间干净，早餐种类丰富，服务很好，表扬方言，伟诗，兰兰，半夏热情服务,2023年7月10日,上海

5,超棒,住的很舒服 吖咪 杰利 多米 江月。服务态度很好很贴心,2023年10月15日,上海

5,超棒,"房间很干净
酒店的位置特别好 给我们升级了早餐 楼下全是商场挨着南京路步行街 非常方便
酒店装修不错 很现代化
多米,方言 伟涛 小会 服务不错",2023年2月1日,加拿大

5,超棒,"服务：前台小姐姐服务特别好，积极帮忙解决问题，说话也很温柔，有求必应。
喜乐、晴天、江月、刘房几位服务都很不错，宾至如归


环境：大堂一进去就很凉爽，香味也不浓郁，给人心情愉悦的感觉。",2023年11月5日,山东

5,超棒,已住过两次，环境非常好，前台服务人员态度很热情，打扫房间卫生的阿姨人也很好。,2023年10月4日,北京

5,超棒,"卫生：干净
服务：好
环境：优雅
设施：齐全",2023年12月5日,上海

5,超棒,酒店门头比较好找，大堂里有淡淡的香水味，客服人员多丰和江月特别热情，提前到店时房间可预留，行李寄存可马上出行，还赠送了免费的咖啡券，早餐选择食物很多，推荐汤面。房间很整洁，做了干湿分离，卫生条件相当不错。房间饮料，茶水都是免费的，打开窗帘就能看到南京路，窗子也够大，繁华的街景，车水马龙，很有意境。离网红打卡店mm豆特别近，走路5分钟，还可以拍照购物，买伴手礼，相当不错。酒店离双层巴士游览车站总站也很近，可以游览一条线看上海，外滩，城隍庙无限次下车。网红打卡自然博物馆地铁20分钟左右可到，可以说酒店位置相当不错。,2023年10月22日,江苏

5,超棒,这个位置这个价位非常可以！酒店新干净服务态度好！房间小一点不过能接受！推荐！会再住,2023年6月27日,湖南

5,超棒,酒店挺好前台几个小姐姐，方言，可乐，兰兰，初长，不知道为什么是这样的名字，但是很周到热情，在等候区休息，她们会给你倒水，而且矿泉水是温的，很细节。附近不大，设施比较新，整体像个连锁大酒店的标准,2023年4月1日,天津

5,超棒,"设施：该有的设备都具备，房间里有智能设备很方便
卫生：干净整洁，再次入住的原因就是非常干净
环境：临近南京路步行街，很方便
服务：每个人都很友善",2023年2月15日,北京

5,超棒,一个人带了两小孩出游，方言、可乐、多米、吖咪等工作人员服务很好，帮助很多,2023年7月25日,浙江

4.7,很好,上海很热，服务人员的服务也很热情，特别表扬前台工作人员，方言，小琳，伟涛！他们工作很辛苦，很专业，态度很好！,2023年7月13日,江苏

5,超棒,"方言，多米，杰立，可乐，满意
环境：好
服务：好
设施：好",2023年9月19日,上海

5,超棒,房间设施齐全，服务人员方言，热情不错哦，房间设施新，床品舒服，总体物超所值，非常满意的体验。离多条地铁站近，步行六七分钟。推荐,2023年3月8日,浙江

5,超棒,很满意，很有耐心的帮我们续到下午的14:30分，让我们好好玩，好评,2023年8月16日,浙江

5,超棒,"设施：好
服务：好

设施：位置好
服务：可以。方言多米可乐小会服务满意",2023年7月23日,上海

5,超棒,"设施：好
环境：好
服务：好，方言，志明，陈艺，多米，浩浩，服务可以，挺好的",2023年8月3日,上海

5,超棒,房间整洁，细节到位，处处体现了酒店的用心，精细化管理值得赞扬！服务热情周到，值得再来,2023年6月13日,上海

5,超棒,"位置好，挨着步行街，很方便。
设施：干净，有烘干毛巾装置。
服务：前台很热情，服务很好。升级了早餐，入住体验很好。
整体很不错，还会再选择。",2023年1月31日,北京

5,超棒,酒店地理位置优越，附近就是南京路可以走到外滩，还有地铁！地铁也很方便。酒店前台服务都热情！房间非常整洁干净，住的很舒服！,2023年3月18日,浙江

5,超棒,酒店的地理位置很好，距离人民广场和南京东路地铁站都很近，服务态度很好，房间也不错，下次出游还会继续选择这个酒店。,2023年3月26日,上海

5,超棒,"方言，小会，浩浩，天生服务都不错，酒店整体面积特别宽敞，环境优美。出行方便快捷
服务好。
好好好
设施好环境非常好",2023年3月17日,上海

5,超棒,"设施：满意方言喜乐小茹米粒
服务：好
设施：好",2023年11月17日,上海

5,超棒,服务：满意环境可以。方言 喜乐指明 米粒兰兰服务满意,2023年10月27日,上海

5,超棒,"设施：好
服务：好
卫生：好
环境：好

早餐:好",2023年10月25日,上海

4.7,很好,服务超级好，前台外卖机器人小朋友很喜欢。就是沙发皮质的有点脏，地面粘粘的。,2023年7月14日,浙江

5,超棒,环境好，服务可以，喜乐方言小麦，很热情呀,2023年12月22日,上海

5,超棒,服务很好 房间环境也很好 智能房真的很厉害哈哈哈哈哈 一整个晚上都在小度小度 嘿嘿,2023年6月16日,上海

5,超棒,"服务：满意方言，喜乐服务好
设施：好
设施：好",2023年11月15日,上海

5,超棒,"设施：好
卫生：好
环境：好
服务：方言 杰利 浩浩 陈艺 服务态度很好",2023年8月6日,浙江

5,超棒,"带孩子出游上海，对艺龙非常满意
服务：非常非常满意
卫生：好
环境：好",2023年7月25日,上海

5,超棒,服务态度很好，早上还赠送咖啡券～很满意,2024年1月2日,上海

5,超棒,"服务：方言经理服务热情，
设施：好

服务：好 方言多米，伟涛兰兰半夏陈一志明",2023年7月9日,上海

5,超棒,位置很好，房间可以看到南京路，出行方便,2024年1月2日,浙江

5,超棒,非常棒的体验，早餐没有吃给退了，很贴心,2024年1月1日,河北

5,超棒,"环境：可以
设施：可以
服务：可以，方言，兰兰丫米可乐杰利服务满意",2023年8月10日,上海

5,超棒,服务非常好，方言、兰兰、伟涛、吖咪服务非常到位，服务态度很好，感谢你们,2023年9月10日,上海

5,超棒,"服务：挺好  方言 小茹哑迷 江月服务热情满意
设施：好",2023年10月9日,上海

5,超棒,"设施：好
服务：好
环境：好
服务：好👍方言。小林杰利多米小yi",2023年8月21日,上海

5,超棒,很满意，给升级了楼层，服务很好，房间不太大，但东西很全，都是智能的，体验感很好,2023年6月23日,浙江

5,超棒,离外滩很近，设施齐全，酒店有大堂还提供了饮品，小朋友们非常开心，,2023年8月14日,河北

5,超棒,房间干净卫生，床品很舒服。酒店交通便利，近南京路，步行去外滩很近。打车坐地铁都很方便。,2023年5月26日,上海

5,超棒,房间位置很好，紧挨南京路步行街，设施很新，服务号，下次来还选择艺龙,2023年8月6日,北京

5,超棒,"环境不错
设施：好
环境：好
服务：好 方言 多米浩浩可乐天生服务热情满意",2023年7月4日,上海

4.7,很好,房间干净卫生，设施齐全。外卖送到楼上的速度很慢。需要自己下楼取。下楼就是步行街，交通便利。推荐入住。,2023年4月15日,上海

5,超棒,服务态度非常好，送两杯免费咖啡，给我们延长退房时间。方言，伟涛，志明给五星好评！,2023年10月16日,上海

5,超棒,方言，小会，可乐，浩浩的服务态度非常好，延期退房很贴心。赞👍,2023年9月25日,上海

5,超棒,"设施：好
环境：好
服务：好
服务：可以的  方言 伟涛 小琳小艺服务满意  好",2023年6月17日,上海

5,超棒,"还不错。态度也可以。方言
服务：不错不错
环境：不错不错",2023年9月14日,上海

4.5,不错,"早餐:呕
设施：简约 还不错
环境：位置很好很便利
服务：OK",2023年8月20日,上海

5,超棒,酒店环境很新，位置很好，房间窗帘智能家电。位置也挺好的，就在地铁附近，周边也挺热闹的，方言服务满意，酒店位置可以，,2023年3月10日,浙江

5,超棒,"房间服务很不错喜乐方言江月杰利
位置好",2023年12月24日,上海

5,超棒,下次还会再住这一家，虽然出现了一些小插曲，但是结果都非常的满意，贴心。谢谢,2023年7月3日,浙江

5,超棒,服务特别好1，尤其是吖咪和小琳。我们退房了，因为还想周边逛逛，先在那寄存了行李，酒店还贴心的送了瓶水。,2023年7月15日,浙江

4,,干净，酒店位置很好，逛步行街，外滩很方便,2023年12月12日,上海

5,超棒,"环境环境环境：非常好
环境环境环境：很不错
设施设施设施：很新
酒店位置很
服务：方言可乐服务非常棒 热情招待👍🏻",2023年3月10日,上海

5,超棒,酒店位置绝佳 住在那里去哪都方便 晚上步行去外滩转转 很舒服,2023年10月26日,北京

5,超棒,"房间很干净整洁、安静！
服务态度非常好👍",2023年12月8日,安徽

5,超棒,上海住了丶艺龙，非常好的住宿体验，感谢一菲，童夏，多米，东方的照顾，下回还会选择艺龙,2023年5月28日,北京

5,超棒,房间很温馨，处闹市但没有噪音。岚岚、方言、南初、晴天服务态度很好，下次来还会选择这里入住～,2023年8月13日,河北

5,超棒,非常赞，环境不错，位置方便，附近就是逛街的南京路，房间干净卫生，服务周到热情，来上海逛街的话非常推荐入住这家哦～,2023年3月13日,河南

4,,房间很干净，除了洗漱台有点小，其他都很好，离南京路步行街很近,2023年8月24日,江苏

5,超棒,"方言志明江月伟涛服务态度好。
环境：好

设施：好",2023年10月10日,上海

5,超棒,宽敞 命令 干净 装修现代 设备高档 服务周到 出行方便,2023年10月16日,江苏
